X,Y,Z
1.777352905273437500e+01,1.184901905059814453e+01,5.924509525299072266e+00
1.777352905273437500e+01,1.184901905059814453e+01,1.184901905059814453e+01
1.777352905273437500e+01,1.184901905059814453e+01,1.777352905273437500e+01
2.369803810119628906e+01,1.184901905059814453e+01,-1.184901905059814453e+01
2.369803810119628906e+01,1.184901905059814453e+01,-5.924509525299072266e+00
2.369803810119628906e+01,1.184901905059814453e+01,0.000000000000000000e+00
2.369803810119628906e+01,1.184901905059814453e+01,5.924509525299072266e+00
2.369803810119628906e+01,1.184901905059814453e+01,1.184901905059814453e+01
-2.369803810119628906e+01,1.777352905273437500e+01,0.000000000000000000e+00
-1.777352905273437500e+01,1.777352905273437500e+01,-1.184901905059814453e+01
-1.777352905273437500e+01,1.777352905273437500e+01,-5.924509525299072266e+00
-1.777352905273437500e+01,1.777352905273437500e+01,0.000000000000000000e+00
-1.777352905273437500e+01,1.777352905273437500e+01,5.924509525299072266e+00
-1.777352905273437500e+01,1.777352905273437500e+01,1.184901905059814453e+01
-1.184901905059814453e+01,1.777352905273437500e+01,-1.777352905273437500e+01
-1.184901905059814453e+01,1.777352905273437500e+01,-1.184901905059814453e+01
-1.184901905059814453e+01,1.777352905273437500e+01,-5.924509525299072266e+00
-1.184901905059814453e+01,1.777352905273437500e+01,0.000000000000000000e+00
-1.184901905059814453e+01,1.777352905273437500e+01,5.924509525299072266e+00
-1.184901905059814453e+01,1.777352905273437500e+01,1.184901905059814453e+01
-1.184901905059814453e+01,1.777352905273437500e+01,1.777352905273437500e+01
-5.924509525299072266e+00,1.777352905273437500e+01,-1.777352905273437500e+01
-5.924509525299072266e+00,1.777352905273437500e+01,-1.184901905059814453e+01
-5.924509525299072266e+00,1.777352905273437500e+01,-5.924509525299072266e+00
-5.924509525299072266e+00,1.777352905273437500e+01,0.000000000000000000e+00
-5.924509525299072266e+00,1.777352905273437500e+01,5.924509525299072266e+00
-5.924509525299072266e+00,1.777352905273437500e+01,1.184901905059814453e+01
-5.924509525299072266e+00,1.777352905273437500e+01,1.777352905273437500e+01
0.000000000000000000e+00,1.777352905273437500e+01,-2.369803810119628906e+01
0.000000000000000000e+00,1.777352905273437500e+01,-1.777352905273437500e+01
0.000000000000000000e+00,1.777352905273437500e+01,-1.184901905059814453e+01
0.000000000000000000e+00,1.777352905273437500e+01,-5.924509525299072266e+00
0.000000000000000000e+00,1.777352905273437500e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.777352905273437500e+01,5.924509525299072266e+00
0.000000000000000000e+00,1.777352905273437500e+01,1.184901905059814453e+01
0.000000000000000000e+00,1.777352905273437500e+01,1.777352905273437500e+01
0.000000000000000000e+00,1.777352905273437500e+01,2.369803810119628906e+01
5.924509525299072266e+00,1.777352905273437500e+01,-1.777352905273437500e+01
5.924509525299072266e+00,1.777352905273437500e+01,-1.184901905059814453e+01
5.924509525299072266e+00,1.777352905273437500e+01,-5.924509525299072266e+00
5.924509525299072266e+00,1.777352905273437500e+01,0.000000000000000000e+00
5.924509525299072266e+00,1.777352905273437500e+01,5.924509525299072266e+00
5.924509525299072266e+00,1.777352905273437500e+01,1.184901905059814453e+01
5.924509525299072266e+00,1.777352905273437500e+01,1.777352905273437500e+01
1.184901905059814453e+01,1.777352905273437500e+01,-1.777352905273437500e+01
1.184901905059814453e+01,1.777352905273437500e+01,-1.184901905059814453e+01
1.184901905059814453e+01,1.777352905273437500e+01,-5.924509525299072266e+00
1.184901905059814453e+01,1.777352905273437500e+01,0.000000000000000000e+00
1.184901905059814453e+01,1.777352905273437500e+01,5.924509525299072266e+00
1.184901905059814453e+01,1.777352905273437500e+01,1.184901905059814453e+01
1.184901905059814453e+01,1.777352905273437500e+01,1.777352905273437500e+01
1.777352905273437500e+01,1.777352905273437500e+01,-1.184901905059814453e+01
1.777352905273437500e+01,1.777352905273437500e+01,-5.924509525299072266e+00
1.777352905273437500e+01,1.777352905273437500e+01,0.000000000000000000e+00
1.777352905273437500e+01,1.777352905273437500e+01,5.924509525299072266e+00
1.777352905273437500e+01,1.777352905273437500e+01,1.184901905059814453e+01
2.369803810119628906e+01,1.777352905273437500e+01,0.000000000000000000e+00
-1.777352905273437500e+01,2.369803810119628906e+01,0.000000000000000000e+00
-1.184901905059814453e+01,2.369803810119628906e+01,-1.184901905059814453e+01
-1.184901905059814453e+01,2.369803810119628906e+01,-5.924509525299072266e+00
-1.184901905059814453e+01,2.369803810119628906e+01,0.000000000000000000e+00
-1.184901905059814453e+01,2.369803810119628906e+01,5.924509525299072266e+00
-1.184901905059814453e+01,2.369803810119628906e+01,1.184901905059814453e+01
-5.924509525299072266e+00,2.369803810119628906e+01,-1.184901905059814453e+01
-5.924509525299072266e+00,2.369803810119628906e+01,-5.924509525299072266e+00
-5.924509525299072266e+00,2.369803810119628906e+01,0.000000000000000000e+00
-5.924509525299072266e+00,2.369803810119628906e+01,5.924509525299072266e+00
-5.924509525299072266e+00,2.369803810119628906e+01,1.184901905059814453e+01
0.000000000000000000e+00,2.369803810119628906e+01,-1.777352905273437500e+01
0.000000000000000000e+00,2.369803810119628906e+01,-1.184901905059814453e+01
0.000000000000000000e+00,2.369803810119628906e+01,-5.924509525299072266e+00
0.000000000000000000e+00,2.369803810119628906e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.369803810119628906e+01,5.924509525299072266e+00
0.000000000000000000e+00,2.369803810119628906e+01,1.184901905059814453e+01
0.000000000000000000e+00,2.369803810119628906e+01,1.777352905273437500e+01
5.924509525299072266e+00,2.369803810119628906e+01,-1.184901905059814453e+01
5.924509525299072266e+00,2.369803810119628906e+01,-5.924509525299072266e+00
5.924509525299072266e+00,2.369803810119628906e+01,0.000000000000000000e+00
5.924509525299072266e+00,2.369803810119628906e+01,5.924509525299072266e+00
5.924509525299072266e+00,2.369803810119628906e+01,1.184901905059814453e+01
1.184901905059814453e+01,2.369803810119628906e+01,-1.184901905059814453e+01
1.184901905059814453e+01,2.369803810119628906e+01,-5.924509525299072266e+00
1.184901905059814453e+01,2.369803810119628906e+01,0.000000000000000000e+00
1.184901905059814453e+01,2.369803810119628906e+01,5.924509525299072266e+00
1.184901905059814453e+01,2.369803810119628906e+01,1.184901905059814453e+01
1.777352905273437500e+01,2.369803810119628906e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.962254905700683594e+01,0.000000000000000000e+00
